,date,id,p#,text,title,url
0,1984-12-31,nyt://article/eb2cf6aa-d279-5e58-9ed7-e2151a8fcaa4,1.0,"Almost everyone believes that the tough Scandinavian approach to drunken driving is the answer to an old and worrisome problem that is accentuated each New Year's Eve. I think they are wrong. In the long run, a broad effort to educate the public on how to control drunkenness would be far more effective.",HOW TO COMBAT DRUNKENNESS,https://www.nytimes.com/1984/12/31/opinion/how-to-combat-drunkenness.html
1,1984-12-31,nyt://article/eb2cf6aa-d279-5e58-9ed7-e2151a8fcaa4,2.0,"Recent studies of drunken driving show that tough laws, strict enforcement and swift punishment do work, but only in the short term. In Sweden, for example, drunken-driving arrests are down, but fatalities from drunken-driving remain the same.",HOW TO COMBAT DRUNKENNESS,https://www.nytimes.com/1984/12/31/opinion/how-to-combat-drunkenness.html
2,1984-12-31,nyt://article/eb2cf6aa-d279-5e58-9ed7-e2151a8fcaa4,3.0,"Police in Michigan and Delaware report that a much higher level of drunken-driving arrests doesn't significantly alter the statistics on drunken-driving deaths and injuries. H. Laurence Ross, author of ''Deterring the Drunken Driver,'' explained the apparent incongruity when he wrote that an estimated 5,000 alcohol- impaired miles are driven for every arrest, and 330,000 miles of drunken driving takes place for every fatality.",HOW TO COMBAT DRUNKENNESS,https://www.nytimes.com/1984/12/31/opinion/how-to-combat-drunkenness.html
3,1984-12-31,nyt://article/eb2cf6aa-d279-5e58-9ed7-e2151a8fcaa4,4.0,"Another Scandinavian approach - that of using ''designated drivers'' who agree not to drink in order to drive others home - is being embraced in this country. However, there is an alarming side-effect: drinkers who know they won't have to drive take the arrangement as a license to get drunk. A recent acceleration of alcohol problems in Sweden may be an unexpected outcome",HOW TO COMBAT DRUNKENNESS,https://www.nytimes.com/1984/12/31/opinion/how-to-combat-drunkenness.html
4,1984-12-31,nyt://article/eb2cf6aa-d279-5e58-9ed7-e2151a8fcaa4,5.0,"of the designated-driver program. We are also experimenting in dangerous waters with the recent Federal law requiring states to raise their drinking ages to 21 or lose Federal highway assistance. This kind of Federal blackmail subverts the intent of the 21st Amendment, which not only repealed Prohibition but specifically forbade the Federal Government to meddle in states' alcohol policies. Since young people can easily get marijuana and other illicit drugs, why do policy makers think they won't be able to buy alcohol?",HOW TO COMBAT DRUNKENNESS,https://www.nytimes.com/1984/12/31/opinion/how-to-combat-drunkenness.html
5,1984-12-31,nyt://article/eb2cf6aa-d279-5e58-9ed7-e2151a8fcaa4,6.0,"If saving lives is the rationale behind raising the national drinking age, there is an easier way to do it. ''Raising the drinking age can save only 5 to 15 percent of teenage auto fatalities,'' says Yale's Leon Robertson, ''but raising the driving age can spare 65 to 80 percent.'' We should establish a single majority age so that alcohol doesn't stand out as a major attraction to the young. To stop drunken driving, all of us must become part of the solution. We can do this through education. We've already shown people how they can preserve their health by quitting smoking, exercising, eating better and reducing stress. We teach unskilled people how to save lives with the Heimlich maneuver, cardio-pulmonary resuscitation and various life-saving measures. Why not use similar techniques to combat drunkenness? We already have easily learned techniques on how to spot, interrupt and prevent impending intoxication. We can't look away when family members, friends, colleagues and co-workers overdose with alcohol and become dangerous to themselves and others. Alcohol is a drug - a central nervous system depressant - not far removed pharmacologically from barbiturates. Yet people feel free in dispensing it recklessly and irresponsibly. By calling alcohol a drug I'm not calling it a dirty name. My feelings about alcohol are similar to those of Winston Churchill, who once said, ''I have taken more good from alcohol than alcohol has taken from me.'' I contend that society has taken more good from alcohol than alcohol has taken from society. A landmark decision of the New Jersey Supreme Court that holds social hosts liable for the actions of guests who get drunk forces us to realize that people around the drinker contribute to the state of drunkenness. Consumer activists tell us that businesses should be responsible for their products and services. The court's 6-to-1 decision tells us that we are responsible for the behavior of our drinking guests. When people no longer feel that getting drunk is an acceptable part of drinking, and when the liquor and hospitality industries train their employees in responsible sale and service, drunken driving will cease to be a major social problem. Perhaps the increasing threat of litigation, following the New Jersey decision, will finally bring us to our social senses.B",HOW TO COMBAT DRUNKENNESS,https://www.nytimes.com/1984/12/31/opinion/how-to-combat-drunkenness.html
6,1984-12-30,nyt://article/90e8f20f-4824-5645-a22a-a372ccd5abde,1.0,"Narcotics detectives arrested Pete Barnes, the former San Diego Chargers linebacker, Friday for investigation of three drug counts after police said they found quantities of cocaine and marijuana in a search of his apartment.",Ex-Charger Arrested In Drug Investigation,https://www.nytimes.com/1984/12/30/sports/ex-charger-arrested-in-drug-investigation.html
7,1984-12-30,nyt://article/90e8f20f-4824-5645-a22a-a372ccd5abde,2.0,"Barnes, who is 39, was booked into the county jail for investigation of possession of cocaine, possession of more than 1 ounce of marijuana and possession of marijuana for sale, said Officer Jan McGill.",Ex-Charger Arrested In Drug Investigation,https://www.nytimes.com/1984/12/30/sports/ex-charger-arrested-in-drug-investigation.html
8,1984-12-30,nyt://article/90e8f20f-4824-5645-a22a-a372ccd5abde,3.0,Barnes played for the Chargers between 1970 and 1972 after beginning his pro career in 1967 with the Houston Oilers of the old American Football League. He also played for the St. Louis Cardinals and the New England Patriots before retiring in 1977.,Ex-Charger Arrested In Drug Investigation,https://www.nytimes.com/1984/12/30/sports/ex-charger-arrested-in-drug-investigation.html
9,1984-12-30,nyt://article/91181e03-e308-5f58-bab7-856e053dd500,1.0,"-bee in Cleveland, intending to fulfill a mission no one else had asked of me - to become a truth-bearing novelist - I was convinced that the work would cure my defects, such as vanity and moroseness. And that's only the beginning of the list. I read Tolstoy's short novel ''Family Happiness'' and thought","THERE ARE NORMAL OUTPATIENTS, AND THEN THERE ARE WRITERS",https://www.nytimes.com/1984/12/30/books/there-are-normal-outpatients-and-then-there-are-writers.html
10,1984-12-30,nyt://article/91181e03-e308-5f58-bab7-856e053dd500,2.0,"that's the ticket. I read Tolstoy's ''Hadji Murad'' and thought yes, no pettiness allowed. I would tell people how to be good, firmly pointing out the paths of virtue from the broad experience of a 17-year-old veteran of both the west and east sides of Cleveland, and thus I would become good myself.","THERE ARE NORMAL OUTPATIENTS, AND THEN THERE ARE WRITERS",https://www.nytimes.com/1984/12/30/books/there-are-normal-outpatients-and-then-there-are-writers.html
