,date,id,p#,text,title,url
0,1987-12-31T05:00:00+0000,nyt://article/0958b3ea-389f-50a0-8ee5-75c33c6c5776,1.0,"A 28-year-old Manhattan man tried to bribe two police officers with cash and jewelry valued at more than $11,000 yesterday after the officers stopped his Jaguar for speeding at 196th Street and the Grand Concourse in the Bronx and found a pistol on the front seat, the police said.","Metro Datelines; Manhattan Man Held In $11,000 Bribe Offer",https://www.nytimes.com/1987/12/31/nyregion/metro-datelines-manhattan-man-held-in-11000-bribe-offer.html
1,1987-12-31T05:00:00+0000,nyt://article/0958b3ea-389f-50a0-8ee5-75c33c6c5776,2.0,"The man, Elias Creapo, offered the officers $2,547 in cash, his $4,000 wrist watch and a one-pound, 18-karat gold necklace worth between $5,000 and $10,000 if they would forget the charges, according to a police spokesman, Detective Joseph McConville.","Metro Datelines; Manhattan Man Held In $11,000 Bribe Offer",https://www.nytimes.com/1987/12/31/nyregion/metro-datelines-manhattan-man-held-in-11000-bribe-offer.html
2,1987-12-31T05:00:00+0000,nyt://article/0958b3ea-389f-50a0-8ee5-75c33c6c5776,3.0,"Instead, Mr. Creapo, who gave his occupation as a trucking company dispatcher, was charged with bribery, weapons possession and possession of marijuana. A small bag of marijuana was found in the car.","Metro Datelines; Manhattan Man Held In $11,000 Bribe Offer",https://www.nytimes.com/1987/12/31/nyregion/metro-datelines-manhattan-man-held-in-11000-bribe-offer.html
3,1987-12-31T05:00:00+0000,nyt://article/0958b3ea-389f-50a0-8ee5-75c33c6c5776,4.0,"Mr. Creapo is the 319th person charged with trying to bribe a police officer this year, according to Lieut. Jerry Harrington of the Inspectional Services Bureau. (AP)","Metro Datelines; Manhattan Man Held In $11,000 Bribe Offer",https://www.nytimes.com/1987/12/31/nyregion/metro-datelines-manhattan-man-held-in-11000-bribe-offer.html
4,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,1.0,"Gaylon Fergason and Dominick Nettles, soaked with sweat and coated with oil, held a dirty transmission aloft like the trophy that it was. It had taken four hours of work under two different vans to secure the part; after removing one transmission they discovered that it was the wrong make, and they had to crawl to a nearby vehicle and start again.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
5,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,2.0,"They put their treasure in a grocery cart, wheeled it to the cashier's window and paid $127.50 to take it home.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
6,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,3.0,"Such are the daily transactions at the Auto Part Mart, a 16-acre warehouse in east Houston filled with 800 cars in different states of disrepair.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
7,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,4.0,"The owners of the business, Joseph and David Proler, who are brothers, and their father, Jackie, buy most of the cars at police auctions, oblivious to bullet holes, interested only in the price per pound. Once the wheels are hauled away (so they won't roll in the aisles) and the gas tanks are taken out (so they won't explode) the public is invited to descend on the cars and tear them apart.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
8,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,5.0,"The Auto Part Mart, which is three months old, is one of a small but growing number of take-it-yourself operations around the country; the Prolers believe that it is the only one that is entirely indoors.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
9,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,6.0,"This auto market has the trappings of a supermarket, with grocery carts at the front gate and signs telling which make of car is on which aisle. There are even weekly specials. When Mr. Fergason and Mr. Nettles bought their transmission, they received a new tire, free of charge.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
10,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,7.0,"Warranties are available at 25 percent of the price of the part. If the part does not work during the first 30 days, the customer can return it and rip the same item out of another car.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
11,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,8.0,"There are distinctive touches, however, that shoppers generally do not find in an average supermarket, or, for that matter, in an average auto-parts store. A mariachi band strolls through the warehouse on weekends. There is a waiting room lined with video games, candy machines and a color television set for restless children. And, at the exit, there are sinks and bars of Lava soap.",Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
12,1987-12-31T05:00:00+0000,nyt://article/c06e19b1-14a6-5ed4-9a02-35de8887e69b,9.0,The center has clearly been tailored to the needs of its clients: all the signs are in Spanish as well as English.,Old Car Parts as Treasures,https://www.nytimes.com/1987/12/31/garden/old-car-parts-as-treasures.html
