,date,id,p#,text,title,url
466707,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,1.0,"In his book ''Heart of Glass,'' Alan Greenberg describes how Werner Herzog made a film of that name with the entire cast under hypnosis. The Jamaican reggae musicians, poets and mystics who drift through Mr. Greenberg's first film, ''Land of Look Behind,'' could easily be mistaken for subjects in a hypnosis experiment that somehow went awry. But one suspects that they are simply in a haze of smoking the potent marijuana cigars that the island's Rastafarians call ''spliffs.''",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466708,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,2.0,"''Land of Look Behind,'' which can be seen at the Film Forum today at 4, 6, 8 and 10 P.M. and Tuesday at 6, 8 and 10 P.M., takes a leisurely swing around Jamaica during May and June, 1981 - the months following the death of Bob Marley, who popularized reggae music around the world. It begins in Trelawney Parish, in the Look Behind forest, where a countryman warns of ''sinkholes, cliffs that drop off, that you fall off and you die, and you are never seen again.'' Next, the roving camera moves along to Mr. Marley's funeral, and to a dreadlocked Rasta on a Kingston street corner who says, ''Reggae is the best, not just a little rocky-rocky something. Some people think Mr. Marley's death is a blow to reggae. We miss him, yes, but the work must go on.''",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466709,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,3.0,"A concert sequence showcases the melliflous singing of Gregory Isaacs, whose lyrics, ''a rich man's heaven is a poor man's hell,'' are characteristic of reggae's social conscience. The camera passes Gun Court, a prison stockade where a man cries out through a slit in the wall, ''My name is Keith, man. Life sentence.'' And finally we take a dirt road back to Look Behind, where Rastas smoke their dutchies (pipes) and let their bloodshot gazes rest on the whitecaps of the Caribbean, and on the horizon that separates Central and South America from Africa.",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466710,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,4.0,"Mr. Greenberg's cinematographer was Jorg Schmidt-Reitwein, a longtime associate of Werner Herzog, and his eye for color and detail and use of a pleasantly grainy film stock give ''Land of Look Behind'' its distinctive appearance and texture. K. Leimer's electronic background music contributes some drama and a sense of movement. But the film is basically static.",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466711,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,5.0,"''Land of Look Behind'' began as an exploration of Bob Marley's contributions to Jamaican pop music and Jamaican life. But somewhere along the way it became something different, a kind of meditation on the is@land's music and religion, its traditions and its pride, the feel of its inhabitants' everyday activities and some of their hopes for the future. ''Land of Look Behind'' won't satisfy viewers who like having things spelled out for them, whether by a voice-over or a mundane, predictable plot. It has neither, and that is both its minor weakness and its distinguishing strength. Robert Palmer",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466712,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,6.0,"LAND OF LOOK BEHIND, produced and directed by Alan Greenberg; cinematography, Jorg Schmidt-Reitwein; music by K. Leimer, Bob Marley and the Wailers. At the Film Forum, 57 Watts Street. Running time: 90 minutes. This film has no rating.",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466713,1982-12-26,nyt://article/93682f03-5486-5f12-835d-097ff8383df5,7.0,"WITH: Gregory Isaacs, Louis Lepke and Mutabaruka.",JAMAICA IS THE 'LAND OF LOOK BEHIND',https://www.nytimes.com/1982/12/26/movies/jamaica-is-the-land-of-look-behind.html
466714,1982-12-25,nyt://article/0eb8239a-d827-5857-921e-e7002b1c81b3,1.0,"''I am not an advocate for frequent changes in laws and constitutions, but laws and institutions must go hand in hand with the progress of the human mind. As that becomes more developed, more enlightened ... institutions must advance also to keep pace with the times.'' v. henever I hear or read arguments on the legalization - excuse me, regulation - of marijuana (e.g., Peter Passell's Nov. 29 Editorial Notebook article), I remember the time I stood in the Jefferson Memorial and read those words. The time will arrive when certain laws, written and unwritten, will be tailored to fit the current shape of society. This is going to happen, Mr. Passell tells us, ''like it or not.''",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-121782.html
466715,1982-12-25,nyt://article/0eb8239a-d827-5857-921e-e7002b1c81b3,2.0,"We've accepted alcohol with the realization that Prohibition failed. Today, while some of us can handle our liquor, millions of people suffer because of its misuse. The problem Mr. Passell should have addressed is the chance of exacerbating the misuse of pot to the levels we see in alcohol abuse. His concern, though, seems to be over the health of pot smokers.",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-121782.html
466716,1982-12-25,nyt://article/0eb8239a-d827-5857-921e-e7002b1c81b3,3.0,"I have trouble equating the liberalization of our pot laws with the type of change that Jefferson spoke about -that which must come about as a result of ''progress'' of the ''human mind'' which has become ''more developed'' and ''more enlightened.'' I don't call regulation, legalization or decriminalization of pot ''progress.'' I call it taking the easy way out.",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-121782.html
466717,1982-12-25,nyt://article/0eb8239a-d827-5857-921e-e7002b1c81b3,4.0,"If we must legalize something every time we can't enforce the law, we may yet see the legalization of cocaine and other drugs. After all, as Mr. Passell might say, so many people are doing it, ''we must give way to reality.''",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-121782.html
466718,1982-12-25,nyt://article/0eb8239a-d827-5857-921e-e7002b1c81b3,5.0,"Somehow I don't think that quite fits the vision of reality Jefferson once had. JIM TANICO Massapequa Park, L.I., Nov. 29, 1982",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-121782.html
466719,1982-12-25,nyt://article/503b0a7d-f173-548b-a119-cba0b9c5169a,1.0,"A Times editorial of Dec. 13 (''Playing Red Light'') suggests that not the spirit of the laws but fear of their enforcement prevents - or, in populous and underpoliced New York, fails to prevent - redlight running, use of subway slugs, failure to curb one's dog.",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-123310.html
466720,1982-12-25,nyt://article/503b0a7d-f173-548b-a119-cba0b9c5169a,2.0,"his view is naive, not because the shame-culture you dismiss applies but because it misunderstands the role and nature of law. The ancient Greeks, whose word for law, nomos, was simply their word for custom, knew that laws could express but not mold a people's character; Athenian society broke down just when, as the sophists pointed out, nomos no longer embodied physis, nature.",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-123310.html
466721,1982-12-25,nyt://article/503b0a7d-f173-548b-a119-cba0b9c5169a,3.0,"The pooper-scooper law has been astonishingly successful - remember how your block used to be? - because people generally were ready, even eager for it. Subway slugs are used because people scorn an M.T.A. which, with a boasted daily ridership of five million and the massive cash revenues therefrom, cannot provide decent service at a decent price.",LAWS AS USEFUL AS PEOPLE THINK THEY ARE...,https://www.nytimes.com/1982/12/25/opinion/l-laws-as-useful-as-people-think-they-are-123310.html
