,date,id,p#,text,title,url
427268,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,1.0,"From her 18th-floor suite far from the cotton fields she used to pick, it is becoming clear that Dr. Joycelyn Elders is not in Arkansas anymore. The blunt-speaking Surgeon General, who was a cross between country preacher and suffragist back home, stood over the fallout from her latest offhand remark, the one recommending more study of the legalization of drugs.",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427269,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,2.0,"She never said she was in favor of legalizing drugs when the question arose earlier this month after her speech before the National Press Club, but that is how people took it just the same. She pointed to the boxes and boxes of letters from Oakland, Calif., and Columbia, Mo., and New York and North Dakota, with messages ranging from ""Go, Girl"" to ""You need to resign tomorrow.""",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427270,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,3.0,"She smiled a smile of restraint and amazement. ""People are listening,"" the 60-year-old Dr. Elders said. ""I've done my job to make people aware and bring up the issue.""",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427271,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,4.0,"She has been in office only four months and has already attracted more attention, without even trying, than many other members of the Clinton Administration. Attracting Attention",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427272,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,5.0,"She caused a stir when she voiced support for the medicinal use of marijuana even before being confirmed. She was applauded for admonishing parents not to buy toy guns for their children for the holidays. Earlier this month, she said legalizing drugs could reduce crime and merited further study, an idea that was not particularly new, but words that took on greater significance merely because she had uttered them.",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427273,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,6.0,"On Dec. 20, her 28-year-old son, Kevin, a white-collar worker at a Johnson & Johnson subsidiary in Little Rock, Ark., was arrested and charged with selling one-eighth of an ounce of cocaine to undercover police in July. Mr. Elders and his supporters have called the case a set-up to embarrass his mother, noting that the police issued the warrant for his arrest a week after her comments about legalizing drugs.",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427274,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,7.0,"In wide-ranging interviews this week, Dr. Elders said that she knew nothing of her son's possible involvement with drugs but that she stood behind him as any mother would. She said her son had not lived with her for two years and is, after all, a grown man. Saddening Experience",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427275,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,8.0,"""I'm very saddened that this has happened, that he was even associated with this,"" Dr. Elders said. ""If he was involved, I'm very saddened he was involved. I'm going to do everything to help my son like any other mother would do.""",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427276,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,9.0,"Dr. Elders emphatically said today that her son's arrest had not influenced her position on drug legalization or her comments about studying the issue. ""I have to base what I say on the best scientific knowledge I have available,"" she said. ""I can't let my emotions or personal opinions get in the way. If I were to do that, I should not be Surgeon General.",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
427277,1993-12-31,nyt://article/b8836e68-4217-574d-a0e0-ba8f6c2a4e93,10.0,"""I can't base national policy and national thinking on the basis of my son.""",The Surgeon General Has People Thinking,https://www.nytimes.com/1993/12/31/us/the-surgeon-general-has-people-thinking.html
