,date,id,p#,text,title,url
0,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,1.0,"The seeds for Sinsemilla Tips magazine were planted six years ago, when the authorities arrested Tom Alexander and seized his crop of 1,324 marijuana plants.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
1,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,2.0,"Thirty hours in jail ridded Mr. Alexander of any desire to raise marijuana, even though he said a police officer had told him that ''my crop contained some of the best buds he'd ever seen.''",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
2,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,3.0,"But the charges of marijuana cultivation were dropped after Mr. Alexander found a technical error in the search warrant used in the raid near Corvallis, about 70 miles south of here.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
3,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,4.0,"Mr. Alexander went back to his turn-of-the-century house near Corvallis, this time not to raise marijuana but to publish the nation's only trade magazine on the subject.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
4,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,5.0,"''There was no electricity, so with kerosene lamps I put together a 16-page magazine on newsprint,'' said Mr. Alexander, who is 34 years old and holds a bachelor's degree in business administration.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
5,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,6.0,"Press Run Put at 10,000",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
6,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,7.0,"''I knew nothing about journalism, but I had 1,000 copies printed up and I took them to Humboldt County,'' one of California's chief marijuana-growing areas, he said, adding that he ''sold them all at 50 cents apiece.''",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
7,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,8.0,"Gradually he placed the magazine in newsstands and bookstores. By the fall of 1980 he had a San Francisco-based national distributor. The quarterly magazine published in Corvallis now has a press run of 10,000 copies selling for $4 each.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
8,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,9.0,A recent 72-page edition contains advertisements for products ranging from a kit to detect the sex of marijuana buds (female buds are most potent) to gadgets that detect electronic eavesdropping devices and spot counterfeit money.,MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
9,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,10.0,"Most of the articles in the magazine are geared to helping marijuana growers increase the yield and potency of their crop. Its title refers to seedless marijuana, the most powerful variety.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
10,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,11.0,"The magazine also includes political comment, a four-page cartoon called ''Smokey Jokers,'' an article on what law-enforcement officers look for when flying over marijuana plots, and a question-and-answer column.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
11,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,12.0,"''I have heard so much about bat guano,'' one letter said. ''What is it, and how does it benefit plant growth?'' In its reply, the column said bat droppings were an excellent fertilizer.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
12,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,13.0,"Sinsemilla Tips offers subscriptions, both foreign and domestic, but Mr. Alexander said most readers bought the magazine at bookstores and newsstands. The subscriber list, on computer disks, is closely guarded.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
13,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,14.0,"''I'm definitely conscious of the government doing dirty tricks,'' he said. ''So whenever I go anywhere, the disks go with me.''",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
14,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,15.0,"Wayne Botta, a Corvallis police detective, said the police had no problem with the magazine. ''They are totally legal,'' he said. ''I have read copies myself; it's a very informative magazine.''",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
15,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,16.0,"While there are thought to be two million to three million marijuana growers in the United States, Mr. Alexander said he had no direct competition. ''A couple of other publications have tried competing,'' he added, ''but they've lasted only one or two issues.''",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
16,1985-12-26T05:00:00+0000,nyt://article/1c48833e-34b0-5638-b6b0-fe8c24989acf,17.0,"Mr. Alexander said the magazine grossed about $100,000 a year, but much of that is reinvested to assure future growth of the publication. He said he paid himself an annual salary of about $18,000.",MAGAZINE FOR AMBITIOUS MARIJUANA GROWERS,https://www.nytimes.com/1985/12/26/us/magazine-for-ambitious-marijuana-growers.html
