,date,id,p#,text,title,url
33604,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,1.0,"A 26-year-old Brooklyn man was shot in the face and killed when he answered his door on Tuesday, a day after he testified before a grand jury against a man who robbed him of $200, the police said yesterday.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33605,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,2.0,"In a complicated case involving the dead man, his neighbor and an acquaintance of the neighbor, investigators are trying to determine whether the shooting was linked to the victim's grand jury testimony.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33606,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,3.0,"Late yesterday afternoon, a neighbor of the dead man turned himself in to the police, confessing to the slaying, the police said. But the man said that he did not intend to kill the victim, and that he was only trying to sell him a gun to protect himself from the robber.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33607,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,4.0,"The dead man, Linroy Linton, was shot at 6:10 P.M. on Tuesday after his wife, Deneen, told him that someone from the neighborhood was at the front door and wanted to talk to him, said Sgt. Arthur Stoecker, commanding officer of the 73d Precinct Detective Squad. Mr. Linton stepped into the hallway and moments later Mrs. Linton heard a shot, Sergeant Stoecker said. A bullet casing from a .380-caliber semiautomatic handgun was recovered at the scene.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33608,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,5.0,"About 2 P.M. yesterday, Kelbit Burgess, 31, of 521 Bristol Street, went to the First Precinct station house in midtown Manhattan and confessed to the shooting, the police said. He was charged last night with second-degree murder. Punched in the Face",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33609,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,6.0,"The shooting followed Mr. Linton's testimony before a Brooklyn grand jury on Tuesday, Sergeant Stoecker said. Mr. Linton testified against Derrick Williams, 25, of 1265 Bedford Avenue in Bedford-Stuyvesant, Brooklyn, who was was arrested last week and charged with robbery and assault. Mr. Linton identified Mr. Williams in a police lineup as the man who attacked him 18 days ago in front of his house, at 522 Bristol Avenue in Brownsville, Brooklyn.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33610,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,7.0,"Mr. Linton, who had stepped outside to empty the garbage, was punched in the face, suffering a broken jaw, and robbed, the sergeant said.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33611,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,8.0,"After the attack, Mr. Burgess, who lived across the street from Mr. Linton, told the police that he knew Mr. Williams and identified him as Mr. Linton's robber.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33612,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,9.0,"Several youths in the heavily Caribbean neighborhood described Mr. Linton as a short, stocky man from Jamaica who was known in the neighborhood for playing reggae music and for smoking and selling marijuana, the police said. But officers said they had no evidence that Mr. Linton's killing was drug-related. 'Somebody Help Me!'",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
33613,1992-12-31,nyt://article/13a29481-99bd-5ef8-8946-809f5e82c28e,10.0,"Mr. Linton, a gypsy-cab driver, moved to the neighborhood less than two years ago and lived on the narrow, residential street with his wife and three children. People in the neighborhood yesterday said Mrs. Linton had gone to stay with relatives. At the apartment, the shades were pulled shut and an American flag and a faded yellow ribbon hung above the red door.",Police Investigating if Killing Was Connected to Testimony,https://www.nytimes.com/1992/12/31/nyregion/police-investigating-if-killing-was-connected-to-testimony.html
