,date,id,p#,text,title,url
414702,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,1.0,"Like hundreds of other brash young Mexican narcotics wholesalers working the California market, Jesus Amezcua did well in cocaine, well enough to shuttle between Tijuana suppliers and his Los Angeles clients in a $50,000 BMW. Then in 1993 the Americans brought a Federal indictment against him.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414703,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,2.0,"But Mr. Amezcua evaded arrest, and adopted a shrewd business strategy that American and Mexican officials say has carried him to the front ranks of Mexican traffickers. Retreating to safety south of the border, Mr. Amezcua shifted from cocaine to a drug then surging in popularity across the American West, and now sweeping east: methamphetamine, or speed.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414704,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,3.0,"Mr. Amezcua got into speed at just the right moment. As lawmakers in the United States were clamping down on the ""precursor"" chemicals used to make methamphetamine, he and his brothers started importing vast quantities of them to Mexico from the Middle East and Asia. He began cooking up methamphetamine in laboratories throughout the Sierra Madre in Mexico and peddling it in the United States through his seasoned cocaine sales force.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414705,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,4.0,"Because Mr. Amezcua's business boomed, other traffickers imitated him. Elbowing aside the American motorcycle gangs who once dominated production and trafficking, the Mexican drug mafias have in recent years flooded the Western United States with methamphetamine.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414706,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,5.0,"The result is a new drug epidemic, with cheap speed displacing crack in many Western cities. The average price nationally for a gram of methamphetamine dropped by 20 percent over three years, to as low as $40 from $50.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414707,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,6.0,"A wave of overdoses and grotesque methamphetamine-related violence has followed; in Arizona in July, for example, a speed freak hacked off his son's head with a hunting knife.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414708,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,7.0,"""The Mexican traffickers who flooded the U.S. with marijuana and heroin in the 1970's and 1980's and cocaine in the 1990's threaten to overwhelm us with methamphetamine now,"" Thomas A. Constantine, administrator of the Drug Enforcement Administration, told Congress recently.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414709,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,8.0,"Their complete control over methamphetamine production and trafficking has added to the power Mexican traffickers have accumulated in cocaine, marijuana and heroin commerce at a time when the Cali cocaine cartel in Colombia has been badly disrupted. That has strengthened the view among American and Mexican anti-drug officials that power in the hemispheric drug trade is shifting from Colombia to Mexico.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414710,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,9.0,"""We believe that the major drug gangs operating out of Mexico pose the largest threat currently,"" Mr. Constantine said.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
414711,1995-12-27,nyt://article/f471c56e-5bd1-50c4-9f96-d36edb96a707,10.0,"Methamphetamine, which engulfs those who snort or inject it with temporary energy and euphoria, has been in use in the United States since the mid-1960's, especially among college students. But now, with production soaring in Mexican-run labs south and north of the border, abuse has spread widely as prices have plunged.","Mexican Drug Dealer Pushes Speed, Helping Set Off an Epidemic in U.S.",https://www.nytimes.com/1995/12/27/world/mexican-drug-dealer-pushes-speed-helping-set-off-an-epidemic-in-us.html
